address,chain,code_bytes,opcode_count,bytecode_sha256,is_exact_historical_duplicate,best_family_similarity,matched_historical_family,is_previously_unseen_family,fetch_error
0x56ef4d420533e3c4c7e79c64d1f958aa89d2c3a9,ethereum,2751,1781,c49c5610980f47623f5359f4f97d30a851615a046580c621701882e829267979,False,0.533,,True,
0xe6cae83bde06e4c305530e199d7217f42808555b,ethereum,3639,1467,e5cafd6d044419dd87f11e2797e1ef8c62d838ee13b3ebbb2499745998b32e74,False,0.9685,F00707,False,
0x7702cb554e6bfb442cb743a7df23154544a7176c,ethereum,3318,1348,97497b31483a21567c1c520851c6e8e65e6ce906dc9236843668a21c3cd691e3,False,0.2624,,True,
0xa845c74344fc9405b1fcf712f04668979573c1bf,ethereum,2303,1525,9c537df78a7f47ce29b0b88a59b6e0b0bce6cc775a0051b030ea4db900a1ede2,False,0.1878,,True,
0x2c8c1b5a883a5a0833f993e70e215b199de0f237,ethereum,1352,852,3589901cc4bf17da2c61ff5921378c36e54339d9453906e34e5cb39af7dea671,False,0.4104,,True,
0xce92201b58a56d149e4eb1215c29078f4bab9150,ethereum,1352,852,fb8cc9acf4dd6785c66513b01e574ad9694062fed3f76da4956e30b95b2aab65,False,0.4104,,True,
0xd3caa8ecf10cfd59c895991dc10fc0ff43771af6,ethereum,1352,863,28c36c51adda87201e3c1f835c8e70e8513b4232e6e95fb422262c32cafaa25f,False,0.4057,,True,
0x000000009b1d0af20d8c6d0a44e162d11f9b8f00,ethereum,24504,11646,ec2f73e60cd9acf855d1b6b4dfa3f6b7209066ff4194b72af230834f69f5bbb9,False,0.9949,F00669,False,
0xd2e28229f6f2c235e57de2ebc727025a1d0530fb,ethereum,6905,2636,c0b57b2c40a34ef84dea003ef3fefecab90bcf8a309564747de849eb1dfcf504,False,0.8746,F00931,False,
0x63c0c19a282a1b52b07dd5a65b58948a07dae32b,ethereum,11185,7006,deb51590e22cdf9f70292f763d6d3aea8b078148aae082f3af1eca19bf0aa58c,False,1.0,F00215,False,
0x0000000000000000000000000000000000000000,ethereum,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,0.0,,True,
0x89046d34e70a65acab2152c26a0c8e493b5ba629,ethereum,3933,2264,6731c7f5f92b1424ecf8455287d7c092e5e0e8c5a47b52acc11e5cc4a353dc86,False,0.9463,F00008,False,
0x3ac5f265b93c63014534893c0b6300ddfc5d2ebe,ethereum,1913,1069,dd50662a604cbe40b945ee6ed2a2089e5e09c763337578e5acc3d444c2845898,False,0.6229,,True,
0x70706888aaac09093d126978751ea6c456ae99da,ethereum,4511,2842,0d5d250d5cb0aba9e71c5e3dc45c8295664df4e67f28af46814ee56ad7a57b39,False,0.7353,,True,
0x7b0310cf6e09aaabf78236185d63a1dc44200abd,ethereum,2571,1543,ff00c014c71fb934c8360dd9e8fd1f5e4331cd97613cdb403fa9da74087883b2,False,0.6094,,True,
0x69007702764179f14f51cdce752f4f775d74e139,ethereum,23741,10542,742f760f1278f7ede7ff447b50c91e0e33f576909c14bcb04c0eef8473c677e1,False,1.0,F00221,False,
0xf9b681edbe2260b5e508c78ad56878432cd548fc,ethereum,3173,1892,b824cbe67e54f457e7ae86f1877cfbf09a6750c959333f7690d0eec8553bac85,False,0.5145,,True,
0x0000fb7702036ff9f76044a501ac1aa74cbab16b,ethereum,7314,3059,606cd1b1f80963a6a404106f3e00070fdaf55a80b8738fb50dc8bddd938e66c4,False,1.0,F00864,False,
0xd6cedde84be40893d153be9d467cd6ad37875b28,ethereum,24469,15936,688fb69cd6f977a5df75afbd139aabf3c1f55dde7e6143d72659b8b67ad90533,False,1.0,F00217,False,
0x548aa727f635de5444b619fb5553ff9b223ed113,ethereum,1675,921,660d66c203be91634153f7eee101112604abd136bde5baff020e4d4993985bea,False,1.0,F01015,False,
0x2b07c980b1c892727694098a9dd711c973b9b8f8,ethereum,5168,2846,1fd0e7025c2d2a06e327a1aa89b3edfed79e973511becaf7e9d6b00cf5fff414,False,0.8875,F00714,False,
0x0aea5493ca3a2ba0a2d1dd39d957c724d3058b5b,ethereum,773,530,0896945f5786a589b330f6ff1cc3512d9d3e0fcb2a442f9bf7562573379298d5,False,0.4924,,True,
0xec29781c166cc44a5a5351809a78e226335e8f4b,ethereum,2140,1288,c492bea4b4d838fca5575fe6b5e827c45b5a2609211980ae2b9ac97164d90109,False,0.5331,,True,
0x7785a22facd31db653ba4928f1d5b81d093f0b2f,ethereum,1801,1125,26bfd04fa2b7fe6a14405ba77ba1c919a87c99777b8d6bb18c5334278beb0606,False,1.0,F00705,False,
0x1ae5084bc47dc47d5aaee5d449436f13dbf74cfc,ethereum,1483,929,fe6e7647e9d73858136c3d35e135567b512b0b4ebdcaa96aa8eb84ed9008139f,False,0.4388,,True,
