item_id,delegate_address,delegate_explorer_url,authority_address,authority_explorer_url,first_tx_hash,authorization_tx_explorer_url,first_block,first_timestamp_utc,last_block,last_timestamp_utc,authorization_count,historical_code_bytes,historical_bytecode_sha256,postcutoff_exact_runtime_family,exact_runtime_peer_count,exact_runtime_peer_addresses,matched_historical_family,best_historical_family_similarity,runtime_changed_since_first_authorization,audit_instruction
ethereum:0x00000000002da3a265e6718f233b00f26bd38ef0,0x00000000002da3a265e6718f233b00f26bd38ef0,https://etherscan.io/address/0x00000000002da3a265e6718f233b00f26bd38ef0,0x356c5e481ce5d18d657e459b2fac16415e8bb910,https://etherscan.io/address/0x356c5e481ce5d18d657e459b2fac16415e8bb910,0x0251683d229b03f4dc4577d5639ba71ec55eb7cbeb035516fad23e9679ece2c4,https://etherscan.io/tx/0x0251683d229b03f4dc4577d5639ba71ec55eb7cbeb035516fad23e9679ece2c4,24573516,2026-03-03T01:02:35Z,24594902,2026-03-06T00:39:35Z,2,3386.0,5e1605ee1df15d26d42e2ba5407269e0abeda4fd6b4ff1020fe9dcae7c970eda,T0252,1,0x00000000002da3a265e6718f233b00f26bd38ef0,,0.365079365079365,False,Research project ownership and related deployments; do not infer project family from exact-runtime similarity alone. Enter conclusions only in the separate audit CSV.
ethereum:0x000004a52b5393195591c0a9fe4510b04cdaa8ad,0x000004a52b5393195591c0a9fe4510b04cdaa8ad,https://etherscan.io/address/0x000004a52b5393195591c0a9fe4510b04cdaa8ad,0xb6afd7dcf48ed53fdea3d304bbb2179ee24d209c,https://etherscan.io/address/0xb6afd7dcf48ed53fdea3d304bbb2179ee24d209c,0xe9112f99566ad65fcca67814efebf2444bf025ae774f72d0e878a6c893bb91bb,https://etherscan.io/tx/0xe9112f99566ad65fcca67814efebf2444bf025ae774f72d0e878a6c893bb91bb,24423893,2026-02-10T04:09:35Z,24537405,2026-02-26T00:08:11Z,38,6800.0,092bdb286cbbf966da70a0c5be5dec159ebc8d569d145f7577c9cf5b987096cb,T0026,1,0x000004a52b5393195591c0a9fe4510b04cdaa8ad,,0.5978467384420519,False,Research project ownership and related deployments; do not infer project family from exact-runtime similarity alone. Enter conclusions only in the separate audit CSV.
ethereum:0x000004d1d0d37d0af6d5cbf38b8452243deb1691,0x000004d1d0d37d0af6d5cbf38b8452243deb1691,https://etherscan.io/address/0x000004d1d0d37d0af6d5cbf38b8452243deb1691,0xf6097e5c8b4df1561f7f1afa9508d3041ef066b4,https://etherscan.io/address/0xf6097e5c8b4df1561f7f1afa9508d3041ef066b4,0x57a67ca9ad3644d4359ecd0307bea7cbfb1a20e2c7d88b0a68ef7f6a6e436e22,https://etherscan.io/tx/0x57a67ca9ad3644d4359ecd0307bea7cbfb1a20e2c7d88b0a68ef7f6a6e436e22,24395370,2026-02-06T04:22:35Z,24395592,2026-02-06T05:07:35Z,2,4285.0,3e2dc4029965df3ab9a918684d31d6e6e5f38aa950a5a9f1e7c12083d80109b9,T0156,1,0x000004d1d0d37d0af6d5cbf38b8452243deb1691,,0.5402883799830365,False,Research project ownership and related deployments; do not infer project family from exact-runtime similarity alone. Enter conclusions only in the separate audit CSV.
ethereum:0x003eddc618e7135f6683d13e22d601f61cd7cc4e,0x003eddc618e7135f6683d13e22d601f61cd7cc4e,https://etherscan.io/address/0x003eddc618e7135f6683d13e22d601f61cd7cc4e,0xd1c63d26ecec4b9265233f1fd0bfe86ab001e1e5,https://etherscan.io/address/0xd1c63d26ecec4b9265233f1fd0bfe86ab001e1e5,0x1c976437c09d7080c37354d45b2e1d940ea281eddaa1734b8546042ec7c9ad73,https://etherscan.io/tx/0x1c976437c09d7080c37354d45b2e1d940ea281eddaa1734b8546042ec7c9ad73,24434353,2026-02-11T15:13:47Z,24434353,2026-02-11T15:13:47Z,1,3919.0,f2ac9d3d26c4fa62441297c949fdf45abfa6c881f7f6a0b47b8abed22802bbf2,T0639,1,0x003eddc618e7135f6683d13e22d601f61cd7cc4e,,0.3490248823133826,False,Research project ownership and related deployments; do not infer project family from exact-runtime similarity alone. Enter conclusions only in the separate audit CSV.
ethereum:0x02ee251b0cf63d5f9a17134ad9cf3ecb881fa99e,0x02ee251b0cf63d5f9a17134ad9cf3ecb881fa99e,https://etherscan.io/address/0x02ee251b0cf63d5f9a17134ad9cf3ecb881fa99e,0x18a0600ad8eb0d6734499a2f3ae3097100d5c0f9,https://etherscan.io/address/0x18a0600ad8eb0d6734499a2f3ae3097100d5c0f9,0x643d0a20d990d029613081c99392ad4f48de297f4e74742466b77a8cc9ca5c1e,https://etherscan.io/tx/0x643d0a20d990d029613081c99392ad4f48de297f4e74742466b77a8cc9ca5c1e,24618968,2026-03-09T09:17:47Z,24620402,2026-03-09T14:05:47Z,2,3604.0,259ec48ddcd1160f2d4b37a0988e59ca2ea7604bb2b62a2e7219d100d06ad617,T0108,1,0x02ee251b0cf63d5f9a17134ad9cf3ecb881fa99e,,0.4906077348066298,False,Research project ownership and related deployments; do not infer project family from exact-runtime similarity alone. Enter conclusions only in the separate audit CSV.
ethereum:0x03fcd730e375f77483e262d052a5ad84f69c4d44,0x03fcd730e375f77483e262d052a5ad84f69c4d44,https://etherscan.io/address/0x03fcd730e375f77483e262d052a5ad84f69c4d44,0x4fd8608ea002829d0478696f5b3330cf43761ea1,https://etherscan.io/address/0x4fd8608ea002829d0478696f5b3330cf43761ea1,0xe1a9436c9b1b820cb8662b03df6bea3102dc7d7cdb1576ddabedebd9036a2ac4,https://etherscan.io/tx/0xe1a9436c9b1b820cb8662b03df6bea3102dc7d7cdb1576ddabedebd9036a2ac4,24529980,2026-02-24T23:15:11Z,24529980,2026-02-24T23:15:11Z,1,5406.0,044a7cbcadf04066bb8da40151ac1c07b3ac2342602e2348210a2220c1295b83,T0011,1,0x03fcd730e375f77483e262d052a5ad84f69c4d44,,0.3610675039246467,False,Research project ownership and related deployments; do not infer project family from exact-runtime similarity alone. Enter conclusions only in the separate audit CSV.
ethereum:0x06d79b53a238e5f27de66b8c22175e698e3a790d,0x06d79b53a238e5f27de66b8c22175e698e3a790d,https://etherscan.io/address/0x06d79b53a238e5f27de66b8c22175e698e3a790d,0x4de23f3f0fb3318287378adbde030cf61714b2f3,https://etherscan.io/address/0x4de23f3f0fb3318287378adbde030cf61714b2f3,0xeeecd62b556741b71a174d1561eac338340210634dd4b0cbf8d43124116afbb8,https://etherscan.io/tx/0xeeecd62b556741b71a174d1561eac338340210634dd4b0cbf8d43124116afbb8,24391143,2026-02-05T14:12:11Z,24512863,2026-02-22T13:59:11Z,9,2140.0,7a948332decd662357d5e9352e98a0f0db9f43de86c6a4f91fe1cd4ddb4f142f,T0320,1,0x06d79b53a238e5f27de66b8c22175e698e3a790d,,0.533106960950764,False,Research project ownership and related deployments; do not infer project family from exact-runtime similarity alone. Enter conclusions only in the separate audit CSV.
ethereum:0x0aea5493ca3a2ba0a2d1dd39d957c724d3058b5b,0x0aea5493ca3a2ba0a2d1dd39d957c724d3058b5b,https://etherscan.io/address/0x0aea5493ca3a2ba0a2d1dd39d957c724d3058b5b,0x785bc2484a15dc9a8b644024fc142e8bca1289ae,https://etherscan.io/address/0x785bc2484a15dc9a8b644024fc142e8bca1289ae,0x60b3de0b47b2f49bb7e00e97d9e30945a0fed879cd2026431ff30ee10c2a8b28,https://etherscan.io/tx/0x60b3de0b47b2f49bb7e00e97d9e30945a0fed879cd2026431ff30ee10c2a8b28,24358378,2026-02-01T00:17:11Z,24636563,2026-03-11T20:18:35Z,297,773.0,0896945f5786a589b330f6ff1cc3512d9d3e0fcb2a442f9bf7562573379298d5,T0023,1,0x0aea5493ca3a2ba0a2d1dd39d957c724d3058b5b,,0.4923954372623574,False,Research project ownership and related deployments; do not infer project family from exact-runtime similarity alone. Enter conclusions only in the separate audit CSV.
ethereum:0x0db5c09fc1483df28c46a5517768af299bf25e25,0x0db5c09fc1483df28c46a5517768af299bf25e25,https://etherscan.io/address/0x0db5c09fc1483df28c46a5517768af299bf25e25,0xd32a221d4a671724ad666689cc5cc4d103fb13bc,https://etherscan.io/address/0xd32a221d4a671724ad666689cc5cc4d103fb13bc,0xb28e999da796d7e66569297b46cf048eed9811215ca30cb5ad651e1480afe789,https://etherscan.io/tx/0xb28e999da796d7e66569297b46cf048eed9811215ca30cb5ad651e1480afe789,24471468,2026-02-16T19:27:11Z,24471468,2026-02-16T19:27:11Z,1,3402.0,a5c686ebb59ee3f3ffaca23f1c44e767144dccf9b8985de4f70dee282f6654ca,T0443,1,0x0db5c09fc1483df28c46a5517768af299bf25e25,,0.438618925831202,False,Research project ownership and related deployments; do not infer project family from exact-runtime similarity alone. Enter conclusions only in the separate audit CSV.
ethereum:0x0df4cf0d2c382a656ea9565c60e37e1042958d9c,0x0df4cf0d2c382a656ea9565c60e37e1042958d9c,https://etherscan.io/address/0x0df4cf0d2c382a656ea9565c60e37e1042958d9c,0xcc399f359f02938f21ed8d5778cd72388adbfc2d,https://etherscan.io/address/0xcc399f359f02938f21ed8d5778cd72388adbfc2d,0x4607902c9cf8c12ffbac4f214bd10d9622055150a22125f5c3b12490bf12fc64,https://etherscan.io/tx/0x4607902c9cf8c12ffbac4f214bd10d9622055150a22125f5c3b12490bf12fc64,24541436,2026-02-26T13:37:23Z,24541436,2026-02-26T13:37:23Z,1,2186.0,d44e939affbd048c74566ec8153eeca0a8ef57328b459dfb924a6cb74b817f88,T0564,1,0x0df4cf0d2c382a656ea9565c60e37e1042958d9c,,0.3101071975497703,False,Research project ownership and related deployments; do not infer project family from exact-runtime similarity alone. Enter conclusions only in the separate audit CSV.
